# Timestamp: 2021-12-07 16:50:02.658498
thread_id,poster_id,poster_name,poster_image,last_replier_id,last_replier_name,last_replier_image,last_replied_date,date_posted,title,is_locked,is_sticky,replies,views
406865,105853,Starlight44,,100567,fragrant_violet,/forum/data/avatars/s/100/100567.jpg?1631514088,2021-09-11 09:03:51+00:00,2021-08-30 09:27:35+00:00,Can hardly handle this virus anymore (trigger),False,False,19,260
409069,51848,Jonathan1990,,24991,Fairy Lucretia,/forum/data/avatars/s/24/24991.jpg?1615492390,2021-09-07 05:14:12+00:00,2021-09-07 00:43:23+00:00,Issues With Self Isolating,False,False,1,87
401280,93070,jajingna,/forum/data/avatars/s/93/93070.jpg?1596458252,104322,NoNameRequired,/forum/data/avatars/s/104/104322.jpg?1632168887,2021-09-05 17:21:02+00:00,2021-08-10 23:12:50+00:00,Mask not required now,False,False,12,214
398005,24991,Fairy Lucretia,/forum/data/avatars/s/24/24991.jpg?1615492390,91216,Jam1990,/forum/data/avatars/s/91/91216.jpg?1595445253,2021-09-05 04:28:52+00:00,2021-07-31 05:56:58+00:00,unsure whether to have jab x,False,False,34,879
281350,90372,Xcaliber7,,61509,goodgollymiss,,2021-09-03 22:35:40+00:00,2020-04-27 19:51:17+00:00,I'm sad that the quarantine is ending,False,False,16,660
407236,105853,Starlight44,,11254,calypso,/forum/data/avatars/s/11/11254.jpg?1547847093,2021-09-02 01:58:24+00:00,2021-08-31 10:43:11+00:00,I can't believe it (trigger),False,False,2,138
406919,105864,car10002,,99599,Bluejay7500,/forum/data/avatars/s/99/99599.jpg?1632068429,2021-08-31 20:42:06+00:00,2021-08-30 13:24:26+00:00,need some advice nsw coronavirus truck drivers pass through sa,False,False,1,89
406127,103269,MollyBloom,/forum/data/avatars/s/103/103269.jpg?1638442393,105281,Anxietyhell,,2021-08-30 11:56:40+00:00,2021-08-28 08:44:33+00:00,When personal ‘freedom’ leads to death …,False,False,4,170
405044,77139,Tombomb,,91850,UpnDwn1978,/forum/data/avatars/s/91/91850.jpg?1592271591,2021-08-30 09:29:47+00:00,2021-08-24 05:18:18+00:00,Vaccine,False,False,29,557
405742,99065,Moonlight_Day,/forum/data/avatars/s/99/99065.jpg?1623958217,99065,Moonlight_Day,/forum/data/avatars/s/99/99065.jpg?1623958217,2021-08-26 20:35:09+00:00,2021-08-26 20:24:20+00:00,4th wave and lockdowns,False,False,2,106
405645,37189,natalie,,105281,Anxietyhell,,2021-08-26 12:50:39+00:00,2021-08-26 12:25:29+00:00,Possible 3 or 4th Wave  - a positive news headline,False,False,1,87
405103,100567,fragrant_violet,/forum/data/avatars/s/100/100567.jpg?1631514088,100567,fragrant_violet,/forum/data/avatars/s/100/100567.jpg?1631514088,2021-08-26 05:03:00+00:00,2021-08-24 12:05:53+00:00,New Zealand locked down,False,False,11,155
405473,96976,Talula67,/forum/data/avatars/s/96/96976.jpg?1636187354,96976,Talula67,/forum/data/avatars/s/96/96976.jpg?1636187354,2021-08-25 23:41:58+00:00,2021-08-25 22:26:53+00:00,Very tearful - 3 days in COVID isolation.,False,False,4,131
405158,105656,OneEyeJack,,105656,OneEyeJack,,2021-08-25 00:54:38+00:00,2021-08-24 18:02:29+00:00,I Cry Daily and Developed High Pulse,False,False,2,89
402470,100266,Amelia2020,/forum/data/avatars/s/100/100266.jpg?1616245029,100567,fragrant_violet,/forum/data/avatars/s/100/100567.jpg?1631514088,2021-08-22 15:55:36+00:00,2021-08-15 04:40:56+00:00,Did you get any physical problems after recovering from covid?,False,False,7,191
385525,100266,Amelia2020,/forum/data/avatars/s/100/100266.jpg?1616245029,104087,Michelle Kelly,/forum/data/avatars/s/104/104087.jpg?1630268074,2021-08-18 21:02:22+00:00,2021-06-12 14:52:54+00:00,I cant stand the news on covid and vaccines anymore. Makes me mentality sick,False,False,23,846
403140,105336,saturnrings,,101450,2Much2Feel,,2021-08-18 17:46:26+00:00,2021-08-17 16:43:36+00:00,Quarantining with family is getting harder,False,False,5,114
397448,100266,Amelia2020,/forum/data/avatars/s/100/100266.jpg?1616245029,100266,Amelia2020,/forum/data/avatars/s/100/100266.jpg?1616245029,2021-08-15 07:21:13+00:00,2021-07-29 14:28:02+00:00,Is it possible for covid to make anxiety and mental health worse,False,False,35,1000
401672,103784,AppleJacks88,/forum/data/avatars/s/103/103784.jpg?1627772414,103784,AppleJacks88,/forum/data/avatars/s/103/103784.jpg?1627772414,2021-08-12 05:27:51+00:00,2021-08-12 05:20:35+00:00,Delta Carrie.,False,False,2,120
400933,105068,milliewillie,/forum/data/avatars/s/105/105068.jpg?1628443955,104839,Strawberry Swing,/forum/data/avatars/s/104/104839.jpg?1628163852,2021-08-10 17:01:26+00:00,2021-08-09 23:39:37+00:00,Needle phobias,False,False,8,145
399217,101628,carlita,/forum/data/avatars/s/101/101628.jpg?1635062452,101628,carlita,/forum/data/avatars/s/101/101628.jpg?1635062452,2021-08-08 15:06:24+00:00,2021-08-04 04:08:35+00:00,I'm actually scared,False,False,25,374
398739,37189,natalie,,37189,natalie,,2021-08-08 09:26:01+00:00,2021-08-02 20:47:23+00:00,"Lateral Flow Tests - to be or not to be, volunteering that will be the question?",False,False,4,114
398415,37189,natalie,,37189,natalie,,2021-08-07 20:13:35+00:00,2021-08-01 20:18:59+00:00,Cases and Passing Away Cases falling,False,False,2,126
398992,48421,dreambuggieIII,,48421,dreambuggieIII,,2021-08-03 17:16:09+00:00,2021-08-03 15:10:25+00:00,The Green Pass : Italy + 12,False,False,3,120
392787,88205,Alexander Ypsilantis,,102218,sz1,,2021-08-01 03:06:34+00:00,2021-07-11 20:02:42+00:00,Nearly all new COVID cases in USA are unvaccinated people,False,False,48,1000
397075,37189,natalie,,37189,natalie,,2021-07-30 21:58:36+00:00,2021-07-28 06:49:26+00:00,"Out of Lockdown - In and out of home, revising Fitness Plans",False,False,2,118
396592,104564,Nawshad,,97075,Jolly,/forum/data/avatars/s/97/97075.jpg?1619961378,2021-07-27 16:45:16+00:00,2021-07-26 18:49:36+00:00,Mental health problems,False,False,2,147
347891,67933,Phil10,,1,mischief,/forum/data/avatars/s/0/1.jpg?1547940451,2021-07-27 02:40:56+00:00,2021-01-15 17:06:35+00:00,My vaccine anxiety and its impact on my life,False,False,346,9000
396595,104564,Nawshad,,82255,Zoe1,,2021-07-26 20:29:00+00:00,2021-07-26 18:53:44+00:00,Covid-19 and mental health,False,False,1,161
394200,24991,Fairy Lucretia,/forum/data/avatars/s/24/24991.jpg?1615492390,104087,Michelle Kelly,/forum/data/avatars/s/104/104087.jpg?1630268074,2021-07-26 20:15:19+00:00,2021-07-17 12:44:30+00:00,bf unwell after jab yesterday x,False,False,15,381
396142,37189,natalie,,104336,Bod,/forum/data/avatars/s/104/104336.jpg?1638447890,2021-07-24 21:09:45+00:00,2021-07-24 20:52:03+00:00,Possible Reimposed Restrictions - length of time??,False,False,1,101
394473,37189,natalie,,104322,NoNameRequired,/forum/data/avatars/s/104/104322.jpg?1632168887,2021-07-19 02:20:20+00:00,2021-07-18 15:46:41+00:00,Lockdown number 4?!    Anxiety,False,False,5,193
393843,103909,Amazingly,/forum/data/avatars/s/103/103909.jpg?1637070299,104270,Ghibli,,2021-07-18 16:32:26+00:00,2021-07-16 02:34:14+00:00,I may have the Delta variant,False,False,23,561
393386,37189,natalie,,37189,natalie,,2021-07-14 10:51:54+00:00,2021-07-14 09:59:46+00:00,"News Meda/TFL-Masks, either Mandatory/Compulsory, can't remember which!",False,False,1,105
392191,37189,natalie,,81765,Laudanum,,2021-07-12 01:51:21+00:00,2021-07-09 09:39:08+00:00,Government Order to Return to Workplace - 19th July,False,False,1,192
377513,37189,natalie,,88205,Alexander Ypsilantis,,2021-07-05 06:09:03+00:00,2021-05-12 14:58:03+00:00,Working from Home??,False,False,12,450
390076,88205,Alexander Ypsilantis,,88205,Alexander Ypsilantis,,2021-07-01 06:16:29+00:00,2021-06-30 21:20:34+00:00,mRNA vaccines may offer long term immunity from COVID-19,False,False,3,195
389421,37189,natalie,,103601,FallingLeaves,/forum/data/avatars/s/103/103601.jpg?1624905641,2021-06-29 17:27:33+00:00,2021-06-28 09:25:01+00:00,The New Health Secretary- requiring Lockdown end,False,False,2,160
389126,37189,natalie,,99599,Bluejay7500,/forum/data/avatars/s/99/99599.jpg?1632068429,2021-06-27 19:30:10+00:00,2021-06-26 21:43:54+00:00,Ministerial Shambles - pending July 19th - Lockdown ending,False,False,3,170
388955,67933,Phil10,,97075,Jolly,/forum/data/avatars/s/97/97075.jpg?1619961378,2021-06-26 10:48:31+00:00,2021-06-26 00:40:29+00:00,Not seeing friends,False,False,3,167
377550,37189,natalie,,3402,CelticTwilight,/forum/data/avatars/s/3/3402.jpg?1563546948,2021-06-25 01:41:53+00:00,2021-05-12 18:45:01+00:00,Normal?  I'll say!  About time.,False,False,9,294
386580,102122,MildlyIrritated,/forum/data/avatars/s/102/102122.jpg?1624058601,102122,MildlyIrritated,/forum/data/avatars/s/102/102122.jpg?1624058601,2021-06-24 18:17:42+00:00,2021-06-16 19:17:35+00:00,I feel thankful that my family has been privileged to get so many vaccines.,False,False,7,326
380678,102218,sz1,,37189,natalie,,2021-06-23 17:25:15+00:00,2021-05-25 07:39:58+00:00,Mask Free Milestone,False,False,9,290
387565,37189,natalie,,37189,natalie,,2021-06-21 20:47:17+00:00,2021-06-20 23:52:23+00:00,5th July - pending,False,False,3,165
387479,93070,jajingna,/forum/data/avatars/s/93/93070.jpg?1596458252,31271,Anime-Alchemy,/forum/data/avatars/s/31/31271.jpg?1638186397,2021-06-20 21:14:06+00:00,2021-06-20 14:16:02+00:00,Data on cases and such,False,False,1,153
382976,81080,Bunny7,,101756,AppleJacks99,/forum/data/avatars/s/101/101756.jpg?1623736555,2021-06-18 03:37:25+00:00,2021-06-03 19:57:32+00:00,Covid unlocking downside,False,False,7,216
386573,102038,A1Depressed,,102122,MildlyIrritated,/forum/data/avatars/s/102/102122.jpg?1624058601,2021-06-16 18:30:21+00:00,2021-06-16 18:23:34+00:00,Coronavirus after effects,False,False,1,127
322109,93619,one light,/forum/data/avatars/s/93/93619.jpg?1604230097,3402,CelticTwilight,/forum/data/avatars/s/3/3402.jpg?1563546948,2021-06-16 03:35:39+00:00,2020-10-05 15:59:16+00:00,Our Fight With all Viruses - Improve the Immune System,False,False,126,4000
385923,37189,natalie,,37189,natalie,,2021-06-14 12:08:22+00:00,2021-06-14 10:49:13+00:00,"Worrying Article Feature, at sub main headline site (can't disclose which site)",False,False,1,164
384172,102052,90s_cat,/forum/data/avatars/s/102/102052.jpg?1620866077,102052,90s_cat,/forum/data/avatars/s/102/102052.jpg?1620866077,2021-06-14 02:25:05+00:00,2021-06-07 19:37:16+00:00,Struggling with anger at selfish people,False,False,5,305
385587,37189,natalie,,37189,natalie,,2021-06-13 21:35:53+00:00,2021-06-12 21:42:24+00:00,"June 21st, - Called off.",False,False,6,219
384713,37189,natalie,,37189,natalie,,2021-06-11 20:39:16+00:00,2021-06-09 10:07:36+00:00,2 week delay/Autumn Lockdown???!,False,False,3,257
383711,37189,natalie,,37189,natalie,,2021-06-06 19:51:44+00:00,2021-06-06 10:16:59+00:00,Thanks very much,False,False,4,134
383690,37189,natalie,,101628,carlita,/forum/data/avatars/s/101/101628.jpg?1635062452,2021-06-06 13:45:25+00:00,2021-06-06 09:17:47+00:00,Calls for Vaccinated Folk to be released f rom Restrictions?!,False,False,2,138
378782,37189,natalie,,102868,Zuiese,,2021-06-06 06:40:12+00:00,2021-05-17 13:14:06+00:00,Indoors?   To be reversed??!,False,False,5,195
350064,96007,squizofrenia123,,45459,Pollypop,,2021-06-06 03:25:36+00:00,2021-01-24 08:37:14+00:00,I think being alone is safer now with covid-19,False,False,4,976
345712,88665,OMG,,93619,one light,/forum/data/avatars/s/93/93619.jpg?1604230097,2021-06-04 21:42:37+00:00,2021-01-06 07:29:41+00:00,Loss of taste / smell,False,False,6,244
382801,102766,Mike0219,,101600,bebernipes,,2021-06-03 15:57:15+00:00,2021-06-02 23:06:04+00:00,COVID-19,False,False,4,230
382141,82255,Zoe1,,99372,strawberrywater,,2021-06-01 05:57:02+00:00,2021-05-31 04:08:49+00:00,the side effects of the vaccine,False,False,25,552
381804,102565,Hemoglobin99,,74045,Aurelius,,2021-05-29 22:48:21+00:00,2021-05-29 18:35:44+00:00,"Okay, so... this should be a journal. I can't recategorize",False,False,1,139
377504,0,Snowman12,,101156,Karmaman,/forum/data/avatars/s/101/101156.jpg?1621072227,2021-05-29 12:57:09+00:00,2021-05-12 13:48:40+00:00,Anyone else not been out in public since first lockdown?,False,False,11,359
378188,100191,Dav,/forum/data/avatars/s/100/100191.jpg?1618069954,101628,carlita,/forum/data/avatars/s/101/101628.jpg?1635062452,2021-05-28 07:13:52+00:00,2021-05-15 03:58:29+00:00,What had the pandemic been like for you?,False,False,34,647
378131,82255,Zoe1,,0,Snowman12,,2021-05-27 18:01:10+00:00,2021-05-14 22:57:10+00:00,the Indian variant strain,False,False,19,404
380613,88205,Alexander Ypsilantis,,88205,Alexander Ypsilantis,,2021-05-25 01:23:04+00:00,2021-05-25 01:19:54+00:00,Pfizer/AZ vaccines 'highly effective' against Indian variant.,False,False,1,138
377571,101188,Darwin the fish,/forum/data/avatars/s/101/101188.jpg?1619554966,99065,Moonlight_Day,/forum/data/avatars/s/99/99065.jpg?1623958217,2021-05-23 21:25:19+00:00,2021-05-12 20:28:42+00:00,Anyone else nervous about lockdown ending?,False,False,32,803
379976,102387,Lolablue,,62301,NWiddi,/forum/data/avatars/s/62/62301.jpg?1582983550,2021-05-22 01:45:36+00:00,2021-05-22 00:17:49+00:00,Covid lived alone - thought I could deal,False,False,4,207
